arm,workload,cache_state,entities,fields,source_sha256,source_bytes,physical_read_bytes,nesting_scan_bytes,json_parser_deserializer_bytes,canonical_render_bytes,entity_records,formula_ast_nodes,reference_edges,formula_dependency_edges,repetition,order,source_known_us,first_source_preview_us,semantic_current_us
A1,mixed_smoke_host,os_cache_warm,4000,20000,dff8bf7553d8f0c56301d871dd4e1c0660649cfd43ad99a16a60749fe3110fb5,2405929,2405929,2401929,7205787,2405929,4000,12000,4000,4000,28,A0-first,146,305,57334
A1,mixed_smoke_host,os_cache_warm,4000,20000,dff8bf7553d8f0c56301d871dd4e1c0660649cfd43ad99a16a60749fe3110fb5,2405929,2405929,2401929,7205787,2405929,4000,12000,4000,4000,29,A1-first,99,245,57418
A0,mixed_smoke_host,os_cache_warm,4000,20000,dff8bf7553d8f0c56301d871dd4e1c0660649cfd43ad99a16a60749fe3110fb5,2405929,2405929,4803858,14411574,2405929,4000,12000,4000,4000,29,A1-first,,,110615
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,0,A0-first,,,453708
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,0,A0-first,132,278,229211
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,1,A1-first,128,281,233273
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,1,A1-first,,,457826
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,2,A0-first,,,479119
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,2,A0-first,146,320,227953
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,3,A1-first,126,271,229252
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,3,A1-first,,,595867
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,4,A0-first,,,514279
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,4,A0-first,119,286,243463
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,5,A1-first,109,257,382300
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,5,A1-first,,,583084
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,6,A0-first,,,463568
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,6,A0-first,141,308,227533
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,7,A1-first,127,290,230161
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,7,A1-first,,,449785
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,8,A0-first,,,459701
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,8,A0-first,123,281,243908
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,9,A1-first,126,282,244720
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,9,A1-first,,,479576
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,10,A0-first,,,499970
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,10,A0-first,142,363,227869
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,11,A1-first,148,321,231328
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,11,A1-first,,,457874
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,12,A0-first,,,460733
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,12,A0-first,181,359,231012
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,13,A1-first,135,326,226709
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,13,A1-first,,,461807
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,14,A0-first,,,454749
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,14,A0-first,225,430,227781
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,15,A1-first,129,279,227524
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,15,A1-first,,,453145
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,16,A0-first,,,443995
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,16,A0-first,119,258,223797
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,17,A1-first,120,260,224296
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,17,A1-first,,,464980
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,18,A0-first,,,459947
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,18,A0-first,139,292,227461
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,19,A1-first,143,292,252542
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,19,A1-first,,,454023
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,20,A0-first,,,526362
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,20,A0-first,152,380,245223
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,21,A1-first,162,335,235480
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,21,A1-first,,,457814
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,22,A0-first,,,457981
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,22,A0-first,136,293,229662
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,23,A1-first,115,288,239364
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,23,A1-first,,,448140
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,24,A0-first,,,460461
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,24,A0-first,167,344,236567
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,25,A1-first,173,344,246545
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,25,A1-first,,,462707
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,26,A0-first,,,515788
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,26,A0-first,158,350,227322
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,27,A1-first,196,380,245783
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,27,A1-first,,,462538
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,28,A0-first,,,490446
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,28,A0-first,78,228,304685
A1,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,9613930,28841790,9629930,16000,48000,16000,16000,29,A1-first,98,265,238059
A0,mixed_smoke_host,os_cache_warm,16000,80000,10aba33560535f4d8405653986a7eb0fd25a1ab66242ccb7cb9faa5d9920dbab,9629930,9629930,19227860,57683580,9629930,16000,48000,16000,16000,29,A1-first,,,485533
